"SpeciesID","GenusID","Species","PsFurtherTaxa","SortOrder","SAuthor","N_D","NameDK","NameUK","SpEu","SpFO","SpGL","SpAZ","SBiolEuDK","SBiolEuUK","SBiolDkDK","SBiolDkUK","SBiolFoDK","SBiolFoUK","SBiolGlDK","SBiolGlUK","SBiolAzUK","SCharDK","SCharUK","MSize","FSize","SHabEuDK","SHabEuUK","SHabDkDK","SHabDkUK","SHabFoDK","SHabFoUK","SHabGlDK","SHabGlUK","SHabAzUK","SMatEuDK","SMatEuUK","SMatDkDK","SMatDkUK","SMatFoDK","SMatFoUK","SMatGlDK","SMatGlUK","SMatAzUK","SOriginFO","SOriginAZ","Notes","SDistriEuDK","SDistriEuUK","SDistriDkDK","SDistriDkUK","SDistriFoDK","SDistriFoUK","SDistriGlDK","SDistriGlUK","SDistriAzUK","P_Distribution","VH_Distribution","AD","AL","AUT","BA","BE","BG","BYR","CH","CY","CZ","DE","DK","EE","ES_BAL","ES_CNY","ES_SPA","FI","FO","FR_COR","FR","GB","GB_CI","GB_GI","GB_NI","GR_AEG","GR_CYC","GR_DOD","GR_GRC","GR_KRI","HR","HU","ICL","IE","IT_ITA","IT_SAR","IT_SI","LI","LT","LU","LV","MC","MD","MK","MT","NL","NO_NOR","NO_SVA","PL","PT_AZO","PT_MDR","PT_POR","PT_SEL","RO","RU_FJL","RU_KGD","RU_NOZ","RU_RUC","RU_RUE","RU_RUN","RU_RUS","RU_RUW","SE","SI","SK","SM","TR_TUE","UA","VA","YU"
"2894","231","messapicus","0","0","Caporiacco, 1939","0","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Italy","Italy (Mainland)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2895","231","melanotus","0","0","Drensky, 1921","1","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Eastern Europe","Bulgaria","","","","","","P","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2896","231","meillonae","0","0","Denis, 1953","0","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","France","France (Mainland)","","","","","","","","","","","","","","","","","","","","P","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2897","231","mauli","0","0","Wunderlich, 1992","0","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Madeira","Portugal (Madeira)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P","","","","","","","","","","","","","","","","","","",""
"2898","231","magnesiae","0","0","Brignoli, 1979","0","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Greece","Greece (Mainland)","","","","","","","","","","","","","","","","","","","","","","","","","","","","P","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2899","231","leucopygus","0","0","Denis, 1939","0","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","France","France (Mainland)","","","","","","","","","","","","","","","","","","","","P","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2900","231","luteipes","0","0","(L. Koch, 1879)","0","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Russia, Kazakhstan, Mongolia, China, Japan","Russia (Eastern European)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P","","","","","","","","","","",""
"2901","538","simoni","0","0","Dalmas, 1919","0","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Portugal, Spain, France, Lebanon","France (Mainland), Portugal (Mainland), Spain (Mainland)","","","","","","","","","","","","","","","","P","","","","P","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P","","","","","","","","","","","","","","","","","",""
"2902","538","hylaestomachi","0","0","(Berland, 1934)","0","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Canary Is.","Portugal (Mainland), Portugal (Selvagens Islands), Spain (Canary Islands)","","","","","","","","","","","","","","","P","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P","P","","","","","","","","","","","","","","","","",""
"2903","364","memorialis","0","0","Spassky, 1940","0","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Russia, Ukraine, Kazakhstan, Mongolia","Russia (Eastern European), Russia (NW. European), Russia (Southern European), Ukraine","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P","","P","P","","","","","","P","",""
"2904","364","croaticus","0","0","Dalmas, 1919","0","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Croatia","Croatia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2905","364","diomedeus","0","0","Caporiacco, 1951","0","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Italy","Italy (Mainland)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2906","364","femineus","0","0","(Simon, 1873) ","0","","","0","0","0","0","","Quite an agile jumper.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Portugal to Crete","Bulgaria, Croatia, France (Corsica), France (Mainland), Greece (Crete), Italy (Sicily), Portugal (Mainland)","","","","","","P","","","","","","","","","","","","","P","P","","","","","","","","","P","P","","","","","","P","","","","","","","","","","","","","","","P","","","","","","","","","","","","","","","","","",""
"2907","364","hadjissaranti","0","0","Chatzaki, 2002","0","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Crete","Greece (Crete)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2908","364","manolisi","0","0","Chatzaki, 2002","0","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Crete","Greece (Crete)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2909","364","pupa","0","0","Dalmas, 1919","0","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Crete, Egypt","Greece (Crete)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2910","559","crypticola franciscoloi","0","0","Caporiacco, 1950","0","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Italy","Italy (Mainland)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2911","559","berlandi","0","0","Machado & Ribera, 1986","0","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Portugal","Portugal (Mainland)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P","","","","","","","","","","","","","","","","","",""
"2912","559","alpica","0","0","Simon, 1882","0","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","France","France (Mainland)","","","","","","","","","","","","","","","","","","","","P","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2913","559","abeillei","0","0","Simon, 1882","0","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Spain, France","France (Mainland), Spain (Mainland)","","","","","","","","","","","","","","","","P","","","","P","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2914","559","infuscata","0","0","Simon, 1872","0","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Spain, France, Mallorca","Andorra, Estonia, France (Mainland), Spain (Balearic Islands), Spain (Mainland)","P","","","","","","","","","","","","P","P","","P","","","","P","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2915","559","fouresi","0","0","Dresco, 1979","0","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","France","France (Mainland)","","","","","","","","","","","","","","","","","","","","P","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2916","559","fagei","0","0","Simon, 1914","0","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","France","France (Mainland)","","","","","","","","","","","","","","","","","","","","P","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
